,cik,companyName,stockSymbol,with10K
1083,0000879993,DUSA PHARMACEUTICALS INC,dusa,1
1084,0001213809,DYADIC INTERNATIONAL INC,dyai,1
1085,0000030822,DYNAMICS RESEARCH CORP,drco,1
1086,0000783412,Daily Journal Corp,djco,1
1087,0000915779,Daktronics Inc /Sd/,dakt,1
1088,0000313616,Danaher Corp /DE/,dhr,1
1089,0000351998,Data I/O Corp,daio,1
1090,0001056923,Datalink Corp,dtlk,1
1091,0000792130,Datawatch Corp,dwch,1
1092,0000910521,Deckers Outdoor Corp,deck,1
1093,0001110607,"Deep Down, Inc.",dpdw,1
1094,0001585583,"Del Taco Restaurants, Inc.",taco,1
1095,0001694426,"Delek US Holdings, Inc.",,1
1096,0001707092,Delphi Technologies PLC,dlph,1
1097,0000027904,Delta Air Lines Inc /DE/,dal,1
1098,0001101396,"Delta Apparel, Inc",dla,1
1099,0001086740,Deltathree Inc,dddc,1
1100,0001022469,Deltic Timber Corp,del,1
1101,0000027996,Deluxe Corp,dlx,1
1102,0001365038,Demand Media Inc.,dmd,1
1103,0001400400,"DemandTec, Inc.",,1
1104,0001301031,Demandware Inc,dwre,1
1105,0000852772,Dennys Corp,denn,1
1106,0000818479,Dentsply International Inc /DE/,xray,1
1107,0001005201,Depomed Inc,depo,1
1108,0000892160,"Derma Sciences, Inc.",dsci,1
1109,0001050140,Descartes Systems Group Inc,dsgx,0
1110,0000896985,Destination Maternity Corp,dest,1
1111,0001090012,Devon Energy Corp/DE,dvn,1
1112,0001093557,Dexcom Inc,dxcm,1
1113,0001036968,"Diadexus, Inc.",ddxs,1
1114,0001366649,Dialogic Inc.,dlgc,1
1115,0001320947,Diamond Foods Inc,dmnd,1
1116,0000909108,Diamond Hill Investment Group Inc,dhil,1
1117,0000949039,Diamond Offshore Drilling Inc,do,1
1118,0001514608,Diamond Resorts Corp,,1
1119,0001089063,Dicks Sporting Goods Inc,dks,1
1120,0000028823,Diebold Inc,dbd,1
1121,0001053691,Diffusion Pharmaceuticals Inc.,dffn,1
1122,0000854775,Digi International Inc,dgii,1
1123,0001438231,Digimarc CORP,dmrc,1
1124,0001342958,Digital Ally Inc,dgly,1
1125,0000934448,"Digital Generation, Inc.",dgit,1
1126,0001297996,"Digital Realty Trust, Inc.",dlr,1
1127,0001062530,Digital River Inc /DE,driv,1
1128,0000317788,"Digital Turbine, Inc.",apps,1
1129,0001433269,Diligent Corp,dil,1
1130,0000028917,Dillards Inc,dds,1
1131,0001592288,"Dimension Therapeutics, Inc.",dmtx,1
1132,0000049754,"DineEquity, Inc",din,1
1133,0001610092,"Diplomat Pharmacy, Inc.",dplo,1
1134,0000879703,Direct Insite Corp,diri,1
1135,0001393612,Discover Financial Services,dfs,1
1136,0001437107,"Discovery Communications, Inc.",disca,1
1137,0000946486,Discovery Laboratories Inc /DE/,dsco,1
1138,0000029332,Dixie Group Inc,dxyn,1
1139,0000771999,Document Security Systems Inc,dss,1
1140,0001308547,"Dolby Laboratories, Inc.",dlb,1
1141,0000029534,Dollar General Corp,dg,1
1142,0000715957,Dominion Resources Inc /VA/,d,1
1143,0001286681,Dominos Pizza Inc,dpz,1
1144,0001381531,Domtar CORP,ufs,1
1145,0000868780,"Dorman Products, Inc.",dorm,1
1146,0001080029,"Dougherty's Pharmacy, Inc.",mydp,1
1147,0001287213,"Douglas Dynamics, Inc",plow,1
1148,0000029905,Dover Corp,dov,1
1149,0001162556,Dover Downs Gaming & Entertainment Inc,dde,1
1150,0001017673,Dover Motorsports Inc,dvd,1
1151,0001178946,Dragonwave Inc,drwi,0
1152,0001042893,Dril-Quip Inc,drq,1
1153,0000915778,Dsp Group Inc /DE/,dspg,1
1154,0000714603,Dst Systems Inc,dst,1
1155,0001226308,"Dts, Inc.",dtsi,1
1156,0000030305,Ducommun Inc /DE/,dco,1
1157,0001326160,Duke Energy CORP,duk,1
1158,0000783280,Duke Realty Corp,dre,1
1159,0001115222,Dun & Bradstreet Corp/Nw,dnb,1
1160,0001082038,Durect Corp,drrx,1
1161,0001020710,Dxp Enterprises Inc,dxpe,1
1162,0000907562,Dyax Corp,dyax,1
1163,0000067215,Dycom Industries Inc,dy,1
1164,0000034067,Dynamic Materials Corp,boom,1
1165,0000720875,Dynatronics Corp,dynt,1
1166,0001029142,Dynavax Technologies Corp,dvax,1
1167,0001379895,Dynegy Inc.,dyn,1
1168,y93412583,E*Trade Financial Corp,,0
1169,0000031235,EASTMAN KODAK CO,kodk,1
1170,0000894738,EASYLINK SERVICES INTERNATIONAL CORP,esic,1
1171,0001034088,ECLIPSYS CORP,,1
1172,0000031462,ECOLAB INC.,ecl,1
1173,0001444406,ECOPETROL S.A.,ec,0
1174,0001071760,ECOSPHERE TECHNOLOGIES INC,esph,1
1175,0001301206,"ECOTALITY, INC.",ectyq,1
1176,0001083866,EDEN ENERGY CORP,edne,1
1177,0001080224,EDGAR ONLINE INC,edgr,1
1178,0001717556,"EDISON NATION, INC.",ednt,1
1179,0000880059,EDUCATION MANAGEMENT CORPORATION,edmc,1
1180,0000949373,EINSTEIN NOAH RESTAURANT GROUP INC,bagl,1
1181,0001549084,"EKSO BIONICS HOLDINGS, INC.",ekso,1
1182,0001066107,EL PASO CORP/DE,ep,1
1183,0000031986,EL PASO NATURAL GAS CO,,1
1184,0000737572,ELAN CORP PLC,,0
1185,2458,ELAN MICROELECTRONICS CORP (義隆電子),elan,0
1186,0000712515,ELECTRONIC ARTS INC.,ea,1
1187,0001355444,EMBRAER S.A.,erj,0
1188,0001001604,EMERITUS CORP\WA\,,1
1189,0000805326,EMISPHERE TECHNOLOGIES INC,emis,1
1190,0000317032,EMPI INC,,1
1191,0000005117,EMTEC INC/NJ,etec,1
1192,0000277595,ENERGEN CORP,egn,1
1193,0001632790,"ENERGIZER HOLDINGS, INC.",enr,1
1194,0000032878,ENERGY CONVERSION DEVICES INC,enerq,1
1195,0001002242,ENI SPA,e,0
1196,0000922237,ENOVA SYSTEMS INC,envs,1
1197,0000811271,"ENTECH SOLAR, INC.",ensl,1
1198,0000033113,ENVIRONMENTAL TECTONICS CORP,etcc,1
1199,0001555082,EP Energy LLC,epe_priv,1
1200,0001352010,"EPAM Systems, Inc.",epam,1
1201,0001096738,EPOCRATES INC,epoc,1
1202,0001045450,EPR PROPERTIES,epr,1
1203,0001026650,ERESEARCHTECHNOLOGY INC /DE/,ert,1
1204,0001490165,ERICKSON INC.,eac,1
1205,0001358254,"ES Bancshares, Inc.",esbs,1
1206,0000355999,ESSENDANT INC,ustr,1
1207,0001370637,ETSY INC,etsy,1
1208,0001437352,"EVERBRIDGE, INC.",evbg,1
1209,0000896400,EVERI GAMES HOLDING INC.,evri_priv1,1
1210,0001517783,"EVERTEC Group, LLC",evtc,1
1211,0001559865,"EVERTEC, Inc.",evtc,1
1212,0000870826,EVINE Live Inc.,evlv,1
1213,0000939767,"EXELIXIS, INC.",exel,1
1214,0001116284,EXFO INC.,exfo,0
1215,0001186362,EXOPACK HOLDING CORP,,1
1216,0000918646,Eagle Materials Inc,exp,1
1217,0001364541,Eagle Rock Energy Partners L P,eroc,1
1218,0001069157,East West Bancorp Inc,ewbc,1
1219,0001321268,"Eastern Insurance Holdings, Inc.",eihi,1
1220,0001047170,Eastern Virginia Bankshares Inc,evbs,1
1221,0000915389,Eastman Chemical Co,emn,1
1222,0001551182,Eaton Corp plc,etn,1
1223,0000350797,Eaton Vance Corp,ev,1
1224,0001170816,"Eau Technologies, Inc.",eaui,1
1225,0001065088,Ebay Inc,ebay,1
1226,0000814549,Ebix Inc,ebix,1
1227,0000031347,Echelon Corp,elon,1
1228,0001453420,"Echo Automotive, Inc.",ecau,1
1229,0001426945,"Echo Global Logistics, Inc.",echo,1
1230,0001031927,"Echo Therapeutics, Inc.",ecte,1
1231,0001415404,EchoStar CORP,sats,1
1232,0001041934,Edap Tms Sa,edap,0
1233,0001472091,"Edge Therapeutics, Inc.",edge,1
1234,0001487544,"Edgen Murray II, L.P.",,1
1235,0001017968,Edgewater Technology Inc/DE/,edgw,1
1236,0000827052,Edison International,eix,1
1237,0001650664,"Editas Medicine, Inc.",edit,1
1238,0001302343,"Education Realty Trust, Inc.",edr,1
1239,0000031667,Educational Development Corp,educ,1
1240,0001099800,Edwards Lifesciences Corp,ew,1
1241,0001606366,"El Pollo Loco Holdings, Inc.",loco,1
1242,0001027664,Elbit Systems Ltd,eslt,0
1243,0000796124,Eldorado Artesian Springs Inc,eldo,1
1244,0001590895,"Eldorado Resorts, Inc.",eri,1
1245,0000726514,Electro Scientific Industries Inc,esio,1
1246,0000351789,Electro Sensors Inc,else,1
1247,0001488917,"Electromed, Inc.",elmd,1
1248,0000867374,Electronics For Imaging Inc,efii,1
1249,0001485003,"Eleven Biotherapeutics, Inc.",ebio,1
1250,0000095052,Elizabeth Arden Inc,rden,1
1251,0001122388,Ellie Mae Inc,elli,1
1252,0001375271,"Eloqua, Inc.",eloq,0
1253,0001492261,Elster Group SE,,0
1254,0000790070,Emc Corp,emc,1
1255,0000105634,Emcor Group Inc,eme,1
1256,0000808326,Emcore Corp,emkr,1
1257,0001555177,Emerge Energy Services LP,emes,1
1258,0001334544,Emergency Medical Services L.P.,,1
1259,0001367644,Emergent BioSolutions Inc.,ebs,1
1260,0001505363,Emerging Acquisition Corp,,1
1261,0000032604,Emerson Electric Co,emr,1
1262,0000032621,Emerson Radio Corp,msn,1
1263,0000906780,Empire Resorts Inc,nyny,1
1264,0001553079,"Empire State Realty OP, L.P.",esba,1
1265,0001483935,"Empowered Products, Inc.",empo,1
1266,0000350917,Emulex Corp /DE/,elx,1
1267,0001140310,"EnSync, Inc.",zbb,1
1268,0001591763,"Enable Midstream Partners, LP",enbl,1
1269,0000895728,Enbridge Inc,enb,1
1270,0001157806,Encana Corp,eca,1
1271,0000850460,Encore Wire Corp,wire,1
1272,0001623919,"EndoChoice Holdings, Inc.",gi,1
1273,0001235007,Endocyte Inc,ecyt,1
1274,0001013606,Endologix Inc /DE/,elgx,1
1275,0001179755,Endurance Specialty Holdings Ltd,enh,1
1276,0001575793,Energous Corp,watt,1
1277,0000924168,"Energy Focus, Inc/DE",efoi,1
1278,0001421517,"Energy Recovery, Inc.",erii,1
1279,0001393744,"EnergySolutions, Inc.",3iq1,1
1280,0001244937,Enernoc Inc,enoc,1
1281,0000933738,Englobal Corp,eng,1
1282,0000033002,"Ennis, Inc.",ebf,1
1283,0001529864,"Enova International, Inc.",enva,1
1284,0001463101,"Enphase Energy, Inc.",enph,1
1285,0001363829,Enstar Group LTD,esgr,1
1286,0001101302,Entegris Inc,entg,1
1287,0001067837,Entercom Communications Corp,etm,1
1288,0000065984,Entergy Corp /DE/,etr,1
1289,0001371217,EnteroMedics Inc,etrm,1
1290,0001018399,Enterprise Bancorp Inc /MA/,ebtc,1
1291,0001025835,Enterprise Financial Services Corp,efsc,1
1292,0001061219,Enterprise Products Partners L P,epd,1
1293,0001408299,"Entia Biosciences, Inc.",ergo,1
1294,0001109116,Entravision Communications Corp,evc,1
1295,0001227930,Entropic Communications Inc,entr,1
1296,0000766561,Enventis Corp,enve,1
1297,0001337619,"Envestnet, Inc.",env,1
1298,0001344154,Envision Healthcare Corp,ems,1
1299,0001678531,Envision Healthcare Corp,evhc,1
1300,0001578318,"Envision Healthcare Holdings, Inc.",evhc,1
1301,0001174266,Envivio Inc,envi,1
1302,0001083706,Enxnet Inc,exnt,1
1303,0000316253,Enzo Biochem Inc,enz,1
1304,0000727510,Enzon Pharmaceuticals Inc,enzn,1
1305,0001578809,Enzymotec Ltd.,enzy,0
1306,0000821189,Eog Resources Inc,eog,1
1307,0001517393,Epicor Software Corp,epic,1
1308,0001027207,Epiq Systems Inc,epiq,1
1309,0001022408,Eplus Inc,plus,1
1310,0000033185,Equifax Inc,efx,1
1311,0001101239,Equinix Inc,eqix,1
1312,0000803649,Equity Commonwealth,eqc,1
1313,0000895417,Equity Lifestyle Properties Inc,els,1
1314,0001042810,"Equity One, Inc.",eqy,1
1315,0001525221,Era Group Inc.,era,1
1316,0000922621,Erie Indemnity Co,erie,1
1317,0001110361,Eroomsystem Technologies Inc,erms,1
1318,0001624422,Erytech Pharma S.A.,eryp,0
1319,0000862668,Escalon Medical Corp,esmc,1
1320,0000866706,Esco Technologies Inc,ese,1
1321,0001434868,"Esperion Therapeutics, Inc.",espr,1
1322,0001448893,Essent Group Ltd.,esnt,1
1323,0000033619,Esterline Technologies Corp,esl,1
1324,0001029199,Euronet Worldwide Inc,eeft,1
1325,0000276283,Evans & Sutherland Computer Corp,escc,1
1326,0001475115,"Eventbrite, Inc.",eb,1
1327,0001358483,"Everyday Health, Inc.",evdy,1
1328,0001570562,"Evolus, Inc.",,1
1329,0001052054,Evolving Systems Inc,evol,1
1330,0001604643,Evoqua Water Technologies Corp.,aqua,1
1331,0000890264,Exa Corp,exa,1
1332,0001124140,Exact Sciences Corp,exas,1
1333,0001420850,"ExactTarget, Inc.",,1
1334,0000913165,Exactech Inc,exac,1
1335,0001498021,"ExamWorks Group, Inc.",exam,1
1336,0000753568,Exar Corp,exar,1
1337,0001512890,Excel Corp,excc,1
1338,0001524471,Exelis Inc.,xls,1
1339,0001109357,Exelon Corp,exc,1
1340,0000813781,Exide Technologies,xide,1
1341,0001297989,"ExlService Holdings, Inc.",exls,1
1342,0001324424,"Expedia, Inc.",expe,1
1343,0000746515,Expeditors International Of Washington Inc,expd,1
1344,0000851520,Exponent Inc,expo,1
1345,0000885721,Express Scripts Inc,esrx_priv1,1
1346,0001483510,"Express, Inc.",expr,1
1347,0001627469,"Exquisite Acquisition, Inc.",exqa_priv,1
1348,0001581164,"Extended Stay America, Inc.",stay,1
1349,0001635881,Exterran Corp,extn,1
1350,0001289490,Extra Space Storage Inc.,exr,1
1351,0001078271,Extreme Networks Inc,extr,1
1352,0000034088,Exxon Mobil Corp,xom,1
1353,0000892534,Ezchip Semiconductor Ltd,ezch,0
1354,0000876523,Ezcorp Inc,ezpw,1
1355,0001048695,F5 Networks Inc,ffiv,1
1356,0000915191,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,ffh.pr.f,0
1357,0001010858,FAIRMOUNT SANTROL HOLDINGS INC.,fmsa,1
1358,3035,FARADAY TECHNOLOGY CORP. (智原科技),faraday,0
1359,0001513153,FCA US LLC,fcau,1
1360,0000230211,FEDERAL EXPRESS CORP,fdx_priv1,1
1361,0001026214,FEDERAL HOME LOAN MORTGAGE CORP,fmcc,1
1362,0000310522,FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE,fnma,1
1363,0000921299,FIBROGEN INC,fgen,1
1364,0001366340,"FINJAN HOLDINGS, INC.",fnjn,1
1365,0001387054,FIRMA HOLDINGS CORP.,frma,1
1366,0000710507,"FIRST BANKS, INC",fbs.pra,1
1367,0000883980,FIRST DATA CORP,fdc,1
1368,0000787075,FIRST FINANCIAL HOLDINGS INC /DE/,ffch,1
1369,0001389772,FIRST PRIORITY FINANCIAL CORP.,fpbk,1
1370,0000828678,FIRSTCITY FINANCIAL CORP,fcfc,1
1371,0001034669,FISHER COMMUNICATIONS INC,fsci,1
1372,0001447599,FITBIT INC,fit,1
1373,0001374328,"FITLIFE BRANDS, INC.",ftlf,1
1374,0000713002,FLOW INTERNATIONAL CORP,flow,1
1375,0001011308,FOOTSTAR INC,,1
1376,0001145057,"FORESCOUT TECHNOLOGIES, INC",fsct,1
1377,0000038074,FOREST LABORATORIES INC,frx,1
1378,0001023313,"FORRESTER RESEARCH, INC.",forr,1
1379,0001130385,FOSTER WHEELER AG,fwlt,1
1380,0001010247,FPIC INSURANCE GROUP INC,,1
1381,0000093631,FREDERICK'S OF HOLLYWOOD GROUP INC /NY/,fohl,1
1382,0000841692,FSI INTERNATIONAL INC,fsii,1
1383,0000050957,FURNITURE BRANDS INTERNATIONAL INC,fbniq,1
1384,0001071411,FUSION TELECOMMUNICATIONS INTERNATIONAL INC,fsnn,1
1385,0001383729,"FUSION-IO, INC.",fio,1
1386,0001529979,FX Alliance Inc.,fxai,1
1387,0001326801,Facebook Inc,fb,1
1388,0001013237,Factset Research Systems Inc,fds,1
1389,0000814547,Fair Isaac Corp,fico,1
1390,0001036960,Fairchild Semiconductor International Inc,fcs,1
1391,0001062613,Fairpoint Communications Inc,frp,1
1392,0000034408,Family Dollar Stores Inc,fdo,1
1393,0001021270,"Famous Dave's of America, Inc.",dave,1
1394,0000917491,Faro Technologies Inc,faro,1
1395,0001434316,Fate Therapeutics Inc,fate,1
1396,0001012771,Fbl Financial Group Inc,ffg,1
1397,0000845877,Federal Agricultural Mortgage Corp,agm,1
1398,0001331465,Federal Home Loan Bank of Atlanta,fhlba_priv,1
1399,0001331451,Federal Home Loan Bank of Chicago,fhlbch_priv,1
1400,0001331757,Federal Home Loan Bank of Dallas,fhlbd_priv,1
1401,0001329842,Federal Home Loan Bank of New York,fhlbny_priv,1
1402,0001330399,Federal Home Loan Bank of Pittsburgh,fhlbp_priv,1
1403,0000034903,Federal Realty Investment Trust,frt,1
1404,0000277509,Federal Signal Corp /DE/,fss,1
1405,0001419581,Federal-Mogul Holdings Corp,fdml,1
1406,0001056288,Federated Investors Inc /PA/,fii,1
1407,0000863894,Female Health Co,fhco,1
1408,0000922358,Ferrellgas Partners L P,fgp,1
1409,0000035214,Ferro Corp,foe,1
1410,0001110649,Fibria Celulose S.A.,fbr,0
1411,0000357097,"Fibrocell Science, Inc.",fcsc,1
1412,0001136893,"Fidelity National Information Services, Inc.",fis,1
1413,0000822662,Fidelity Southern Corp,lion,1
1414,0001534992,"Fiesta Restaurant Group, Inc.",frgi,1
1415,0000035527,Fifth Third Bancorp,fitb,1
1416,0001430592,"Financial Engines, Inc.",fngn,1
1417,0001094739,Finisar Corp,fnsr,1
1418,0000886137,Finish Line Inc /IN/,finl,1
1419,0001370880,"FireEye, Inc.",feye,1
1420,0001017907,First Acceptance Corp /DE/,fac,1
1421,0001404306,First Advantage Bancorp,fabk,1
1422,0001472787,First American Financial Corp,faf,1
1423,0000314489,First Busey Corp /NV/,buse,1
1424,0001521951,"First Business Financial Services, Inc.",fbiz,1
1425,0000840489,First Cash Financial Services Inc,fcfs,1
1426,0000798941,First Citizens Bancshares Inc /DE/,fcnca,1
1427,0000712537,First Commonwealth Financial Corp /PA/,fcf,1
1428,0000714562,First Financial Corp /IN/,thff,1
1429,0001413837,First Foundation Inc.,ffwm,1
1430,cr980661,First Hawaiian Bank,,0
1431,0000036966,First Horizon National Corp,fhn,1
1432,0000921825,First Industrial Realty Trust Inc,fr,1
1433,0001262279,First Marblehead Corp,fmd,1
1434,0000712534,First Merchants Corp,frme,1
1435,0000702325,First Midwest Bancorp Inc,fmbi,1
1436,cr527954,First National Bank of Omaha,,0
1437,cr379920,First National Bank of Pennsylvania,,0
1438,0001035976,First National Community Bancorp Inc,fncb,1
1439,y91020902,"First National of Nebraska, Inc.",,0
1440,0001051741,First Niagara Financial Group Inc,fnfg,1
1441,cr4114567,First Republic Bank,,0
1442,0001138817,First Security Group Inc/Tn,fsgi,1
1443,0001274494,"First Solar, Inc.",fslr,1
1444,0001027183,First South Bancorp Inc /VA/,fsbk,1
1445,cr485559,"First Tennessee Bank, National Association",,0
1446,0001327607,First Western Financial Inc,myfw,1
1447,cr491224,First-Citizens Bank & Trust Company,,0
1448,0001637810,FirstService Corp,fsv,0
1449,0001031296,Firstenergy Corp,fe,1
1450,0000354869,Firstmerit Corp /OH/,fmer,1
1451,0000798354,Fiserv Inc,fisv,1
1452,0001177609,"Five Below, Inc",five,1
1453,0001175505,Five Prime Therapeutics Inc,fprx,1
1454,0001159281,Five Star Quality Care Inc,fve,1
1455,0001288847,"Five9, Inc.",fivn,1
1456,cr146672,"Flagstar Bank, FSB",,0
1457,0001012477,Flamel Technologies Sa,flml,1
1458,0000012040,Flanigans Enterprises Inc,bdl,1
1459,0001175454,Fleetcor Technologies Inc,flt,1
1460,0001615219,"Flex Pharma, Inc.",flks,1
1461,0001069394,Flexible Solutions International Inc,fsi,1
1462,0001419600,Flexion Therapeutics Inc,flxn,1
1463,0000037472,Flexsteel Industries Inc,flxs,1
1464,0000866374,Flextronics International Ltd.,flex,1
1465,0000354908,Flir Systems Inc,flir,1
1466,0001370914,"Florida Bank Group, Inc.",,1
1467,0001519628,Florida East Coast Railway Corp.,,0
1468,0000928054,Flotek Industries Inc/Cn/,ftk,1
1469,0001128928,Flowers Foods Inc,flo,1
1470,0000030625,Flowserve Corp,fls,1
1471,0001162194,Fluidigm Corp,fldm,1
1472,0001124198,Fluor Corp,flr,1
1473,0001083743,"Flux Power Holdings, Inc.",flux,1
1474,0000037785,Fmc Corp,fmc,1
1475,0001135152,Fmc Technologies Inc,fti,1
1476,0000037808,Fnb Corp/FL/,fnb,1
1477,0001651052,Focus Financial Partners Inc.,focs,1
1478,0000355019,Fonar Corp,fonr,1
1479,0001406587,Forestar Group Inc.,for,1
1480,0001039399,Formfactor Inc,form,1
1481,0001495925,Fortegra Financial Corp,frf,1
1482,0001262039,Fortinet Inc,ftnt,1
1483,0001666175,Fortis Inc.,fts,0
1484,0001590364,Fortress Transportation & Infrastructure Investors LLC,ftai,1
1485,0001667633,"Forty Seven, Inc.",ftsv,1
1486,0001401257,"Forum Energy Technologies, Inc.",fet,1
1487,0000038264,Forward Industries Inc,ford,1
1488,0000883569,"Fossil Group, Inc.",fosl,1
1489,0001688941,"Foundation Building Materials, Inc.",fbm,1
1490,0001272597,"Foundation Healthcare, Inc.",fdnh,1
1491,0001488613,"Foundation Medicine, Inc.",fmi,1
1492,0001485176,Fox Chase Bancorp Inc,fxcb,1
1493,0001754301,Fox Corp,,1
1494,0001424929,Fox Factory Holding Corp,foxf,1
1495,0001575828,Frank's International N.V.,fi,1
1496,0000886206,Franklin Covey Co,fc,1
1497,0000038725,Franklin Electric Co Inc,fele,1
1498,0001407067,Franklin Financial Network Inc.,fsb,1
1499,0000038777,Franklin Resources Inc,ben,1
1500,0000724571,Freds Inc,fred,1
1501,0001581545,Freedom Leaf Inc.,frlf,1
1502,0001392522,"Freescale Semiconductor, Ltd.",fsl,1
1503,0001320854,"FreightCar America, Inc.",rail,1
1504,0001331612,"Fresh Harvest Products, Inc.",frhv,1
1505,0001489979,"Fresh Market, Inc.",tfm,1
1506,0001611647,"Freshpet, Inc.",frpt,1
1507,0000039047,Frischs Restaurants Inc,frs,1
1508,0000020520,Frontier Communications Corp,ftr,1
1509,0000887936,Fti Consulting Inc,fcn,1
1510,0000846913,"Fuel Tech, Inc.",ftek,1
1511,0000886128,Fuelcell Energy Inc,fcel,1
1512,0000891482,Full House Resorts Inc,fll,1
1513,0000700564,Fulton Financial Corp,fult,1
1514,0001704711,"Funko, Inc.",fnko,1
1515,0001484478,"Furiex Pharmaceuticals, Inc.",furx,1
1516,0000842722,"Fuse Science, Inc.",drop,1
1517,0001337298,FutureFuel Corp.,ff,1
1518,0000821002,G Iii Apparel Group Ltd /DE/,giii,1
1519,0000039648,G&K SERVICES INC,gk,1
1520,0001421876,GALAPAGOS NV,glpg,0
1521,0001045014,GAMETECH INTERNATIONAL INC,gmtcq,1
1522,0000916459,GARDNER DENVER INC,gdi,1
1523,0001413754,GBS Enterprises Inc,gbsx,1
1524,0000075679,GCI INC,gncma_priv,1
1525,0001644440,GCP Applied Technologies Inc.,gcp,1
1526,0001526125,GDS Holdings Ltd,gds,0
1527,sub40545,GE Capital Corp LLC,ge,0
1528,0000941020,GENELINK INC,gnlkq,1
1529,0000040554,GENERAL ELECTRIC CAPITAL CORP,geb,1
1530,0001457612,"GENOCEA BIOSCIENCES, INC.",gnca,1
1531,0000880643,GENTA INC DE/,gnta,1
1532,0000903129,GENTHERM Inc,thrm,1
1533,0000732485,GENZYME CORP,genz,1
1534,0001073404,GERDAU S.A.,ggb,0
1535,0001292426,GFI Group Inc.,gfig,1
1536,0001245791,"GI DYNAMICS, INC.",gid,1
1537,0001126140,GIVEN IMAGING LTD,givn,0
1538,0001192448,GLAUKOS Corp,gkos,1
1539,0001131399,GLAXOSMITHKLINE PLC,gsk,0
1540,0000852570,GLOBAL AXCESS CORP,gaxcq,1
1541,0001522724,GLOBAL GREEN INC.,gogc,1
1542,0000895663,GLOBAL INDUSTRIES LTD,,1
1543,0001630212,GLOBAL TECHNOLOGIES CORP,gthcd,1
1544,0001031028,GLOBECOMM SYSTEMS INC,gcom,1
1545,0001245104,GLOBEIMMUNE INC,gbim,1
1546,0001528188,"GOFF, CORP",goff,1
1547,0001500122,GOLD UNION INC.,golu,1
1548,0000919239,GOLDCORP INC,gg,0
1549,0001202273,GOLFSMITH INTERNATIONAL HOLDINGS INC,golf,1
1550,0000910560,"GOOD SAM ENTERPRISES, LLC",,1
1551,0000042542,GOODRICH CORP,gr,1
1552,0001048620,GRANITE CITY FOOD & BREWERY LTD.,gcfb,1
1553,0001005011,"GRAPHIC PACKAGING INTERNATIONAL, LLC",,1
1554,0001313310,"GRAVITY Co., Ltd.",grvy,0
1555,0000205402,GRAYBAR ELECTRIC CO INC,gryba_priv,1
1556,0000723258,GREAT AMERICAN LIFE INSURANCE CO,gtamr_priv,0
1557,0000043300,GREAT ATLANTIC & PACIFIC TEA CO INC,gaptq,1
1558,0001284808,GREAT LAKES WINDOW INC,,0
1559,0000744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,gtwla_priv,1
1560,887153,GROUP SIMEC SA DE CV,GSEBF,0
1561,0001161582,"GROWLIFE, INC.",phot,1
1562,0000216039,GRUBB & ELLIS CO,gbezq,1
1563,0000912892,"GRUPO TELEVISA, S.A.B.",tv,0
1564,0001262751,GRYPHON GOLD CORP,gyphq,1
1565,0000850483,GTSI CORP,gtsi,1
1566,0001058867,GUARANTY BANCSHARES INC /TX/,gnty,1
1567,0001021113,"GUITAR CENTER, INC.",gtrc,1
1568,0001522690,"GWG Holdings, Inc.",gwgh,1
1569,0000786110,GYMBOREE CORP,gymb,1
1570,0001089872,"Gaiam, Inc",gaia,1
1571,0000013156,"Galaxy Gaming, Inc.",glxz,1
1572,0001060349,"Gamco Investors, Inc. Et Al",gbl,1
1573,0001326380,GameStop Corp.,gme,1
1574,0000918580,Gaming Partners International CORP,gpic,1
1575,0001635718,"Gannett Co., Inc.",gci,1
1576,0000039911,Gap Inc,gps,1
1577,0001121788,Garmin Ltd,grmn,1
1578,0000749251,Gartner Inc,it,1
1579,0001368900,"GateHouse Media, Inc.",ghseq,1
1580,0000040211,Gatx Corp,gmt,1
1581,0001379009,Gazit-Globe Ltd,gzt,0
1582,0001096199,"Geeknet, Inc",gknt,1
1583,0001487371,"GenMark Diagnostics, Inc.",gnmk,1
1584,0000064472,Gencor Industries Inc,genc,1
1585,0001519894,General Agriculture Corp,gelt,1
1586,0000886035,General Cable Corp /DE/,bgc,1
1587,0000808461,General Communication Inc,gncma,1
1588,0000040533,General Dynamics Corp,gd,1
1589,0000040545,General Electric Co,ge,1
1590,0000040570,General Employment Enterprises Inc,job,1
1591,0001342287,General Finance CORP,gfn,1
1592,0001496048,"General Growth Properties, Inc.",ggp,1
1593,0000040704,General Mills Inc,gis,1
1594,0001467858,General Motors Co,gm,1
1595,0000804269,"General Motors Financial Company, Inc.",acf,1
1596,0000018498,Genesco Inc,gco,1
1597,0001351051,"Genesis Healthcare, Inc.",gen,1
1598,0001355848,"Genius Brands International, Inc.",gnus,1
1599,0001131324,Genomic Health Inc,ghdx,1
1600,0000355811,Gentex Corp,gntx,1
1601,0001314755,Gentium S.p.A.,,0
1602,0001096142,Gentiva Health Services Inc,gtiv,1
1603,0000040987,Genuine Parts Co,gpc,1
1604,0001276520,Genworth Financial Inc,gnw,1
1605,0001572983,"Genworth Holdings, Inc.",,0
1606,0001352302,"GeoMet, Inc.",gmet,1
